antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'ALARM CLOCK BAKELIKE RED'}),"frozenset({'POSTAGE', 'ALARM CLOCK BAKELIKE GREEN'})",0.09438775510204081,0.08418367346938775,0.07142857142857142,0.7567567567567568,8.98935298935299,1.0,0.06348266347355268,3.7650226757369625,0.9813883299798791,0.6666666666666667,0.7343973499962358,0.8026208026208026
"frozenset({'POSTAGE', 'ALARM CLOCK BAKELIKE GREEN'})",frozenset({'ALARM CLOCK BAKELIKE RED'}),0.08418367346938775,0.09438775510204081,0.07142857142857142,0.8484848484848485,8.98935298935299,1.0,0.06348266347355268,5.977040816326531,0.9704536410664543,0.6666666666666667,0.8326931284677764,0.8026208026208026
frozenset({'ALARM CLOCK BAKELIKE GREEN'}),frozenset({'ALARM CLOCK BAKELIKE RED'}),0.09693877551020408,0.09438775510204081,0.07908163265306123,0.8157894736842106,8.642958748221908,1.0,0.06993179925031237,4.916180758017496,0.979223619464188,0.7045454545454547,0.7965900667160861,0.8268136557610243
frozenset({'ALARM CLOCK BAKELIKE RED'}),frozenset({'ALARM CLOCK BAKELIKE GREEN'}),0.09438775510204081,0.09693877551020408,0.07908163265306123,0.8378378378378379,8.642958748221908,1.0,0.06993179925031237,5.568877551020412,0.9764652430713312,0.7045454545454547,0.8204306000916172,0.8268136557610243
"frozenset({'ALARM CLOCK BAKELIKE RED', 'POSTAGE'})",frozenset({'ALARM CLOCK BAKELIKE GREEN'}),0.08673469387755102,0.09693877551020408,0.07142857142857142,0.8235294117647058,8.495356037151703,1.0,0.06302061640982923,5.117346938775509,0.9660814046288906,0.6363636363636364,0.8045862412761715,0.7801857585139318
frozenset({'ALARM CLOCK BAKELIKE GREEN'}),"frozenset({'ALARM CLOCK BAKELIKE RED', 'POSTAGE'})",0.09693877551020408,0.08673469387755102,0.07142857142857142,0.7368421052631579,8.495356037151703,1.0,0.06302061640982923,3.470408163265305,0.9769975786924938,0.6363636363636364,0.7118494560423404,0.7801857585139318
frozenset({'ALARM CLOCK BAKELIKE RED'}),frozenset({'ALARM CLOCK BAKELIKE PINK'}),0.09438775510204081,0.10204081632653061,0.07397959183673469,0.7837837837837838,7.681081081081081,1.0,0.0643481882548938,4.153061224489796,0.9604662457503643,0.6041666666666666,0.7592137592137592,0.7543918918918919
frozenset({'ALARM CLOCK BAKELIKE PINK'}),frozenset({'ALARM CLOCK BAKELIKE RED'}),0.10204081632653061,0.09438775510204081,0.07397959183673469,0.725,7.681081081081081,1.0,0.0643481882548938,3.293135435992579,0.968652037617555,0.6041666666666666,0.696338028169014,0.7543918918918919
frozenset({'SET/6 RED SPOTTY PAPER PLATES'}),"frozenset({'SET/6 RED SPOTTY PAPER CUPS', 'SET/20 RED RETROSPOT PAPER NAPKINS'})",0.12755102040816327,0.10204081632653061,0.09948979591836735,0.78,7.644,1.0,0.0864743856726364,4.081632653061225,0.9962513120407858,0.7647058823529411,0.755,0.8775
"frozenset({'SET/6 RED SPOTTY PAPER CUPS', 'SET/20 RED RETROSPOT PAPER NAPKINS'})",frozenset({'SET/6 RED SPOTTY PAPER PLATES'}),0.10204081632653061,0.12755102040816327,0.09948979591836735,0.975,7.643999999999999,1.0,0.0864743856726364,34.89795918367344,0.967948717948718,0.7647058823529411,0.9713450292397661,0.8775
frozenset({'SET/6 RED SPOTTY PAPER PLATES'}),"frozenset({'POSTAGE', 'SET/6 RED SPOTTY PAPER CUPS', 'SET/20 RED RETROSPOT PAPER NAPKINS'})",0.12755102040816327,0.08418367346938775,0.08163265306122448,0.6399999999999999,7.602424242424242,1.0,0.07089493960849645,2.543934240362811,0.9954312865497075,0.6274509803921567,0.6069080779944289,0.8048484848484847
"frozenset({'POSTAGE', 'SET/6 RED SPOTTY PAPER CUPS', 'SET/20 RED RETROSPOT PAPER NAPKINS'})",frozenset({'SET/6 RED SPOTTY PAPER PLATES'}),0.08418367346938775,0.12755102040816327,0.08163265306122448,0.9696969696969696,7.602424242424242,1.0,0.07089493960849645,28.790816326530532,0.9482938718662952,0.6274509803921567,0.9652667021088073,0.8048484848484847
frozenset({'ALARM CLOCK BAKELIKE PINK'}),frozenset({'ALARM CLOCK BAKELIKE GREEN'}),0.10204081632653061,0.09693877551020408,0.07397959183673469,0.725,7.478947368421053,1.0,0.06408788004997917,3.283858998144712,0.9647335423197493,0.5918367346938775,0.6954802259887004,0.7440789473684211
frozenset({'ALARM CLOCK BAKELIKE GREEN'}),frozenset({'ALARM CLOCK BAKELIKE PINK'}),0.09693877551020408,0.10204081632653061,0.07397959183673469,0.7631578947368421,7.478947368421053,1.0,0.06408788004997917,3.7913832199546493,0.959283070329242,0.5918367346938775,0.736244019138756,0.7440789473684211
"frozenset({'SET/6 RED SPOTTY PAPER CUPS', 'SET/20 RED RETROSPOT PAPER NAPKINS'})","frozenset({'POSTAGE', 'SET/6 RED SPOTTY PAPER PLATES'})",0.10204081632653061,0.10714285714285714,0.08163265306122448,0.7999999999999999,7.466666666666667,1.0,0.0706997084548105,4.464285714285713,0.9644886363636365,0.6399999999999998,0.7759999999999999,0.7809523809523808
"frozenset({'POSTAGE', 'SET/6 RED SPOTTY PAPER PLATES'})","frozenset({'SET/6 RED SPOTTY PAPER CUPS', 'SET/20 RED RETROSPOT PAPER NAPKINS'})",0.10714285714285714,0.10204081632653061,0.08163265306122448,0.7619047619047619,7.466666666666666,1.0,0.0706997084548105,3.771428571428571,0.97,0.6399999999999998,0.7348484848484848,0.7809523809523808
frozenset({'SET/6 RED SPOTTY PAPER CUPS'}),"frozenset({'SET/6 RED SPOTTY PAPER PLATES', 'SET/20 RED RETROSPOT PAPER NAPKINS'})",0.1377551020408163,0.10204081632653061,0.09948979591836735,0.7222222222222223,7.077777777777778,1.0,0.08543315285297792,3.232653061224491,0.9959035047792445,0.7090909090909091,0.6906565656565657,0.8486111111111112
"frozenset({'SET/6 RED SPOTTY PAPER PLATES', 'SET/20 RED RETROSPOT PAPER NAPKINS'})",frozenset({'SET/6 RED SPOTTY PAPER CUPS'}),0.10204081632653061,0.1377551020408163,0.09948979591836735,0.975,7.077777777777778,1.0,0.08543315285297792,34.489795918367314,0.9562937062937062,0.7090909090909091,0.9710059171597633,0.8486111111111112
frozenset({'SET/6 RED SPOTTY PAPER CUPS'}),"frozenset({'POSTAGE', 'SET/6 RED SPOTTY PAPER PLATES', 'SET/20 RED RETROSPOT PAPER NAPKINS'})",0.1377551020408163,0.08418367346938775,0.08163265306122448,0.5925925925925926,7.0392817059483725,1.0,0.07003592253227821,2.24791280148423,0.9950073964497042,0.5818181818181817,0.5551428866192097,0.7811447811447811
"frozenset({'POSTAGE', 'SET/6 RED SPOTTY PAPER PLATES', 'SET/20 RED RETROSPOT PAPER NAPKINS'})",frozenset({'SET/6 RED SPOTTY PAPER CUPS'}),0.08418367346938775,0.1377551020408163,0.08163265306122448,0.9696969696969696,7.0392817059483725,1.0,0.07003592253227821,28.454081632652983,0.9368036211699163,0.5818181818181817,0.9648556571633494,0.7811447811447811
frozenset({'SET/6 RED SPOTTY PAPER PLATES'}),frozenset({'SET/6 RED SPOTTY PAPER CUPS'}),0.12755102040816327,0.1377551020408163,0.12244897959183673,0.96,6.968888888888889,1.0,0.10487817576009996,21.556122448979572,0.9817251461988304,0.8571428571428573,0.9536094674556213,0.9244444444444444
frozenset({'SET/6 RED SPOTTY PAPER CUPS'}),frozenset({'SET/6 RED SPOTTY PAPER PLATES'}),0.1377551020408163,0.12755102040816327,0.12244897959183673,0.888888888888889,6.968888888888889,1.0,0.10487817576009996,7.852040816326535,0.9933431952662722,0.8571428571428573,0.8726445743989605,0.9244444444444444
frozenset({'SET/6 RED SPOTTY PAPER CUPS'}),"frozenset({'POSTAGE', 'SET/6 RED SPOTTY PAPER PLATES'})",0.1377551020408163,0.10714285714285714,0.10204081632653061,0.7407407407407408,6.913580246913582,1.0,0.08728134110787172,3.4438775510204094,0.9920118343195267,0.7142857142857143,0.7096296296296297,0.8465608465608466
"frozenset({'POSTAGE', 'SET/6 RED SPOTTY PAPER PLATES'})",frozenset({'SET/6 RED SPOTTY PAPER CUPS'}),0.10714285714285714,0.1377551020408163,0.10204081632653061,0.9523809523809524,6.913580246913582,1.0,0.08728134110787172,18.10714285714288,0.958,0.7142857142857143,0.9447731755424064,0.8465608465608466
frozenset({'SET/6 RED SPOTTY PAPER PLATES'}),"frozenset({'POSTAGE', 'SET/6 RED SPOTTY PAPER CUPS'})",0.12755102040816327,0.11734693877551021,0.10204081632653061,0.8,6.817391304347826,1.0,0.08707309454394002,4.41326530612245,0.9780701754385964,0.7142857142857143,0.7734104046242776,0.8347826086956522
"frozenset({'POSTAGE', 'SET/6 RED SPOTTY PAPER CUPS'})",frozenset({'SET/6 RED SPOTTY PAPER PLATES'}),0.11734693877551021,0.12755102040816327,0.10204081632653061,0.8695652173913043,6.817391304347826,1.0,0.08707309454394002,6.6887755102040805,0.9667630057803468,0.7142857142857143,0.8504958047292143,0.8347826086956522
"frozenset({'POSTAGE', 'SET/6 RED SPOTTY PAPER CUPS'})","frozenset({'SET/6 RED SPOTTY PAPER PLATES', 'SET/20 RED RETROSPOT PAPER NAPKINS'})",0.11734693877551021,0.10204081632653061,0.08163265306122448,0.6956521739130433,6.817391304347825,1.0,0.06965847563515201,2.9504373177842553,0.9667630057803467,0.5925925925925923,0.6610671936758892,0.7478260869565216
"frozenset({'SET/6 RED SPOTTY PAPER PLATES', 'SET/20 RED RETROSPOT PAPER NAPKINS'})","frozenset({'POSTAGE', 'SET/6 RED SPOTTY PAPER CUPS'})",0.10204081632653061,0.11734693877551021,0.08163265306122448,0.7999999999999999,6.817391304347825,1.0,0.06965847563515201,4.413265306122447,0.9502840909090909,0.5925925925925923,0.7734104046242773,0.7478260869565216
"frozenset({'SET/6 RED SPOTTY PAPER CUPS', 'SET/6 RED SPOTTY PAPER PLATES'})",frozenset({'SET/20 RED RETROSPOT PAPER NAPKINS'}),0.12244897959183673,0.1326530612244898,0.09948979591836735,0.8125,6.125,1.0,0.08324656393169513,4.625850340136054,0.9534883720930234,0.6393442622950819,0.7838235294117647,0.78125
frozenset({'SET/20 RED RETROSPOT PAPER NAPKINS'}),"frozenset({'SET/6 RED SPOTTY PAPER CUPS', 'SET/6 RED SPOTTY PAPER PLATES'})",0.1326530612244898,0.12244897959183673,0.09948979591836735,0.75,6.125,1.0,0.08324656393169513,3.510204081632653,0.9647058823529413,0.6393442622950819,0.7151162790697674,0.78125
"frozenset({'POSTAGE', 'SET/20 RED RETROSPOT PAPER NAPKINS'})","frozenset({'SET/6 RED SPOTTY PAPER CUPS', 'SET/6 RED SPOTTY PAPER PLATES'})",0.1096938775510204,0.12244897959183673,0.08163265306122448,0.7441860465116279,6.077519379844961,1.0,0.06820074968763015,3.430426716141002,0.9383954154727794,0.5423728813559321,0.7084910762574365,0.7054263565891472
"frozenset({'SET/6 RED SPOTTY PAPER CUPS', 'SET/6 RED SPOTTY PAPER PLATES'})","frozenset({'POSTAGE', 'SET/20 RED RETROSPOT PAPER NAPKINS'})",0.12244897959183673,0.1096938775510204,0.08163265306122448,0.6666666666666666,6.077519379844961,1.0,0.06820074968763015,2.6709183673469385,0.9520348837209304,0.5423728813559321,0.6255969436485195,0.7054263565891472
frozenset({'SET/6 RED SPOTTY PAPER PLATES'}),frozenset({'SET/20 RED RETROSPOT PAPER NAPKINS'}),0.12755102040816327,0.1326530612244898,0.10204081632653061,0.8,6.030769230769231,1.0,0.08512078300708038,4.336734693877552,0.956140350877193,0.6451612903225806,0.7694117647058824,0.7846153846153846
"frozenset({'POSTAGE', 'SET/6 RED SPOTTY PAPER CUPS', 'SET/6 RED SPOTTY PAPER PLATES'})",frozenset({'SET/20 RED RETROSPOT PAPER NAPKINS'}),0.10204081632653061,0.1326530612244898,0.08163265306122448,0.7999999999999999,6.03076923076923,1.0,0.0680966264056643,4.336734693877549,0.9289772727272728,0.5333333333333333,0.7694117647058822,0.7076923076923076
frozenset({'SET/20 RED RETROSPOT PAPER NAPKINS'}),"frozenset({'POSTAGE', 'SET/6 RED SPOTTY PAPER CUPS', 'SET/6 RED SPOTTY PAPER PLATES'})",0.1326530612244898,0.10204081632653061,0.08163265306122448,0.6153846153846153,6.03076923076923,1.0,0.0680966264056643,2.33469387755102,0.961764705882353,0.5333333333333333,0.5716783216783216,0.7076923076923076
frozenset({'SET/20 RED RETROSPOT PAPER NAPKINS'}),frozenset({'SET/6 RED SPOTTY PAPER PLATES'}),0.1326530612244898,0.12755102040816327,0.10204081632653061,0.7692307692307692,6.03076923076923,1.0,0.08512078300708038,3.780612244897958,0.9617647058823529,0.6451612903225806,0.7354925775978407,0.7846153846153846
"frozenset({'POSTAGE', 'SET/20 RED RETROSPOT PAPER NAPKINS'})",frozenset({'SET/6 RED SPOTTY PAPER PLATES'}),0.1096938775510204,0.12755102040816327,0.08418367346938775,0.7674418604651163,6.016744186046512,1.0,0.07019210745522698,3.7515306122448986,0.9365286098810455,0.5499999999999999,0.7334421324629403,0.7137209302325581
frozenset({'SET/6 RED SPOTTY PAPER PLATES'}),"frozenset({'POSTAGE', 'SET/20 RED RETROSPOT PAPER NAPKINS'})",0.12755102040816327,0.1096938775510204,0.08418367346938775,0.6599999999999999,6.016744186046511,1.0,0.07019210745522698,2.6185474189675864,0.9556973241183767,0.5499999999999999,0.6181088825214899,0.7137209302325581
frozenset({'SET/20 RED RETROSPOT PAPER NAPKINS'}),"frozenset({'POSTAGE', 'SET/6 RED SPOTTY PAPER PLATES'})",0.1326530612244898,0.10714285714285714,0.08418367346938775,0.6346153846153846,5.923076923076923,1.0,0.06997084548104957,2.443609022556391,0.958288770053476,0.5409836065573771,0.5907692307692307,0.7101648351648351
"frozenset({'POSTAGE', 'SET/6 RED SPOTTY PAPER PLATES'})",frozenset({'SET/20 RED RETROSPOT PAPER NAPKINS'}),0.10714285714285714,0.1326530612244898,0.08418367346938775,0.7857142857142857,5.9230769230769225,1.0,0.06997084548104957,4.0476190476190474,0.930909090909091,0.5409836065573771,0.7529411764705882,0.7101648351648351
frozenset({'SPACEBOY LUNCH BOX'}),frozenset({'DOLLY GIRL LUNCH BOX'}),0.125,0.09948979591836735,0.07142857142857142,0.5714285714285714,5.743589743589744,1.0,0.0589923469387755,2.101190476190476,0.943877551020408,0.4666666666666666,0.5240793201133144,0.6446886446886446
frozenset({'DOLLY GIRL LUNCH BOX'}),frozenset({'SPACEBOY LUNCH BOX'}),0.09948979591836735,0.125,0.07142857142857142,0.717948717948718,5.743589743589744,1.0,0.0589923469387755,3.1022727272727275,0.9171388101983002,0.4666666666666666,0.6776556776556777,0.6446886446886446
frozenset({'SET/20 RED RETROSPOT PAPER NAPKINS'}),frozenset({'SET/6 RED SPOTTY PAPER CUPS'}),0.1326530612244898,0.1377551020408163,0.10204081632653061,0.7692307692307692,5.584045584045584,1.0,0.08376718034152436,3.7363945578231283,0.9464705882352941,0.606060606060606,0.732362312243969,0.754985754985755
frozenset({'SET/6 RED SPOTTY PAPER CUPS'}),frozenset({'SET/20 RED RETROSPOT PAPER NAPKINS'}),0.1377551020408163,0.1326530612244898,0.10204081632653061,0.7407407407407408,5.584045584045584,1.0,0.08376718034152436,3.3454810495626828,0.9520710059171598,0.606060606060606,0.7010893246187364,0.754985754985755
"frozenset({'POSTAGE', 'SET/20 RED RETROSPOT PAPER NAPKINS'})",frozenset({'SET/6 RED SPOTTY PAPER CUPS'}),0.1096938775510204,0.1377551020408163,0.08418367346938775,0.7674418604651163,5.5710594315245485,1.0,0.06907278217409413,3.7076530612244905,0.9215941651471738,0.5156250000000001,0.7302876014861704,0.6892764857881137
frozenset({'SET/6 RED SPOTTY PAPER CUPS'}),"frozenset({'POSTAGE', 'SET/20 RED RETROSPOT PAPER NAPKINS'})",0.1377551020408163,0.1096938775510204,0.08418367346938775,0.6111111111111112,5.5710594315245485,1.0,0.06907278217409413,2.2893586005830904,0.9515868746637979,0.5156250000000001,0.5631964342566063,0.6892764857881137
frozenset({'SET/20 RED RETROSPOT PAPER NAPKINS'}),"frozenset({'POSTAGE', 'SET/6 RED SPOTTY PAPER CUPS'})",0.1326530612244898,0.11734693877551021,0.08418367346938775,0.6346153846153846,5.408026755852842,1.0,0.06861724281549354,2.4156820622986035,0.9397504456327986,0.5076923076923077,0.5860382392174299,0.6760033444816054
"frozenset({'POSTAGE', 'SET/6 RED SPOTTY PAPER CUPS'})",frozenset({'SET/20 RED RETROSPOT PAPER NAPKINS'}),0.11734693877551021,0.1326530612244898,0.08418367346938775,0.717391304347826,5.408026755852842,1.0,0.06861724281549354,3.069073783359497,0.9234541951304958,0.5076923076923077,0.6741687979539641,0.6760033444816054
frozenset({'PLASTERS IN TIN WOODLAND ANIMALS'}),frozenset({'PLASTERS IN TIN SPACEBOY'}),0.17091836734693877,0.1377551020408163,0.10459183673469388,0.6119402985074628,4.442233278054175,1.0,0.08104695960016661,2.2219387755102047,0.9346341463414636,0.5125000000000001,0.5499425947187142,0.6855997788833611
frozenset({'PLASTERS IN TIN SPACEBOY'}),frozenset({'PLASTERS IN TIN WOODLAND ANIMALS'}),0.1377551020408163,0.17091836734693877,0.10459183673469388,0.7592592592592594,4.442233278054174,1.0,0.08104695960016661,3.4438775510204103,0.8986866791744842,0.5125000000000001,0.7096296296296298,0.6855997788833611
frozenset({'PLASTERS IN TIN SPACEBOY'}),"frozenset({'POSTAGE', 'PLASTERS IN TIN WOODLAND ANIMALS'})",0.1377551020408163,0.1377551020408163,0.08418367346938775,0.6111111111111112,4.436213991769548,1.0,0.06520720533111204,2.2172011661807582,0.8983324367939755,0.44000000000000006,0.5489809335963183,0.6111111111111112
"frozenset({'POSTAGE', 'PLASTERS IN TIN WOODLAND ANIMALS'})",frozenset({'PLASTERS IN TIN SPACEBOY'}),0.1377551020408163,0.1377551020408163,0.08418367346938775,0.6111111111111112,4.436213991769548,1.0,0.06520720533111204,2.2172011661807582,0.8983324367939755,0.44000000000000006,0.5489809335963183,0.6111111111111112
"frozenset({'PLASTERS IN TIN SPACEBOY', 'POSTAGE'})",frozenset({'PLASTERS IN TIN WOODLAND ANIMALS'}),0.11479591836734694,0.17091836734693877,0.08418367346938775,0.7333333333333333,4.290547263681592,1.0,0.06456294252394836,3.109056122448979,0.8663872150903851,0.41772151898734183,0.6783589743589743,0.6129353233830845
frozenset({'PLASTERS IN TIN WOODLAND ANIMALS'}),"frozenset({'PLASTERS IN TIN SPACEBOY', 'POSTAGE'})",0.17091836734693877,0.11479591836734694,0.08418367346938775,0.4925373134328358,4.290547263681591,1.0,0.06456294252394836,1.74437274909964,0.9250349650349651,0.41772151898734183,0.4267280313131747,0.6129353233830845
frozenset({'PLASTERS IN TIN CIRCUS PARADE'}),frozenset({'PLASTERS IN TIN SPACEBOY'}),0.1683673469387755,0.1377551020408163,0.08928571428571429,0.5303030303030304,3.849607182940517,1.0,0.06609225322782175,1.8357472021066494,0.890096406660824,0.411764705882353,0.4552626860319169,0.5892255892255893
frozenset({'PLASTERS IN TIN SPACEBOY'}),frozenset({'PLASTERS IN TIN CIRCUS PARADE'}),0.1377551020408163,0.1683673469387755,0.08928571428571429,0.6481481481481483,3.849607182940517,1.0,0.06609225322782175,2.36358754027927,0.8584953508030432,0.411764705882353,0.5769143376505341,0.5892255892255893
frozenset({'PLASTERS IN TIN CIRCUS PARADE'}),"frozenset({'PLASTERS IN TIN SPACEBOY', 'POSTAGE'})",0.1683673469387755,0.11479591836734694,0.07397959183673469,0.4393939393939394,3.8276094276094277,1.0,0.05465170762182424,1.5790126861555436,0.8883012481489317,0.35365853658536583,0.36669286525194306,0.5419191919191919
"frozenset({'PLASTERS IN TIN SPACEBOY', 'POSTAGE'})",frozenset({'PLASTERS IN TIN CIRCUS PARADE'}),0.11479591836734694,0.1683673469387755,0.07397959183673469,0.6444444444444444,3.8276094276094272,1.0,0.05465170762182424,2.338966836734693,0.8345423829871806,0.35365853658536583,0.5724608043626448,0.5419191919191919
frozenset({'PLASTERS IN TIN CIRCUS PARADE'}),"frozenset({'POSTAGE', 'PLASTERS IN TIN WOODLAND ANIMALS'})",0.1683673469387755,0.1377551020408163,0.08418367346938775,0.5,3.62962962962963,1.0,0.060990212411495215,1.7244897959183674,0.8711656441717793,0.3793103448275862,0.4201183431952663,0.5555555555555556
frozenset({'PLASTERS IN TIN SPACEBOY'}),"frozenset({'POSTAGE', 'PLASTERS IN TIN CIRCUS PARADE'})",0.1377551020408163,0.14795918367346939,0.07397959183673469,0.5370370370370371,3.62962962962963,1.0,0.05359745939192004,1.8404081632653064,0.8402366863905326,0.3493975903614458,0.45664227101352856,0.5185185185185186
"frozenset({'POSTAGE', 'PLASTERS IN TIN CIRCUS PARADE'})",frozenset({'PLASTERS IN TIN SPACEBOY'}),0.14795918367346939,0.1377551020408163,0.07397959183673469,0.5,3.62962962962963,1.0,0.05359745939192004,1.7244897959183674,0.8502994011976048,0.3493975903614458,0.4201183431952663,0.5185185185185186
"frozenset({'POSTAGE', 'PLASTERS IN TIN WOODLAND ANIMALS'})",frozenset({'PLASTERS IN TIN CIRCUS PARADE'}),0.1377551020408163,0.1683673469387755,0.08418367346938775,0.6111111111111112,3.62962962962963,1.0,0.060990212411495215,2.1384839650145775,0.8402366863905327,0.3793103448275862,0.5323790047716429,0.5555555555555556
frozenset({'PLASTERS IN TIN WOODLAND ANIMALS'}),frozenset({'PLASTERS IN TIN CIRCUS PARADE'}),0.17091836734693877,0.1683673469387755,0.10204081632653061,0.5970149253731344,3.5459068294889193,1.0,0.0732637442732195,2.0636810279667426,0.8660000000000001,0.43010752688172044,0.515428990019229,0.6015377657168702
frozenset({'PLASTERS IN TIN CIRCUS PARADE'}),frozenset({'PLASTERS IN TIN WOODLAND ANIMALS'}),0.1683673469387755,0.17091836734693877,0.10204081632653061,0.6060606060606061,3.5459068294889193,1.0,0.0732637442732195,2.104591836734694,0.8633435582822085,0.43010752688172044,0.5248484848484849,0.6015377657168702
"frozenset({'POSTAGE', 'PLASTERS IN TIN CIRCUS PARADE'})",frozenset({'PLASTERS IN TIN WOODLAND ANIMALS'}),0.14795918367346939,0.17091836734693877,0.08418367346938775,0.5689655172413793,3.328872876994339,1.0,0.058894731361932524,1.9234693877551021,0.8210851025222283,0.358695652173913,0.480106100795756,0.5307514153371076
frozenset({'PLASTERS IN TIN WOODLAND ANIMALS'}),"frozenset({'POSTAGE', 'PLASTERS IN TIN CIRCUS PARADE'})",0.17091836734693877,0.14795918367346939,0.08418367346938775,0.4925373134328358,3.3288728769943385,1.0,0.058894731361932524,1.6790216086434573,0.8438228438228438,0.358695652173913,0.40441505049602283,0.5307514153371076
